ASDFG, Station number,Site, Begin date,Day,Month,Year, Begin time, End date, End time, Time datum, Time datum reliability code, Agency Collecting Sample Code, Medium code, Taxonomic unit code, Body part code," Stream width, feet"," Temperature, water, degrees Celsius"," Temperature, air, degrees Celsius"," Temperature, air, degrees Fahrenheit"," Barometric pressure, millimeters of mercury"," Agency analyzing sample, code"," Cloud cover, percent"," Wind speed, miles per hour"," Weather, World Meteorological Organization (WMO) code"," Discharge, cubic feet per second"," Discharge, instantaneous, cubic feet per second"," Number of sampling points, count"," Gage height, feet"," Turbidity, water, unfiltered, Jackson Turbidity Units"," Color, water, filtered, platinum cobalt units"," Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius"," Hydrogen ion, water, unfiltered, calculated, milligrams per liter"," Dissolved oxygen, water, unfiltered, milligrams per liter"," Biochemical oxygen demand, water, unfiltered, 5 days at 20 degrees Celsius, milligrams per liter"," pH, water, unfiltered, field, standard units"," pH, water, unfiltered, laboratory, standard units"," Carbon dioxide, water, unfiltered, milligrams per liter"," Acid neutralizing capacity, water, unfiltered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate"," Acid neutralizing capacity, water, unfiltered, inflection"," Bicarbonate, water, unfiltered, fixed endpoint (pH 4.5) titration, field, milligrams per liter"," Carbonate, water, unfiltered, inflection"," Bicarbonate, water, unfiltered, inflection"," Organic nitrogen, water, unfiltered, milligrams per liter as nitrogen"," Ammonia (NH3 + NH4+), water, filtered, milligrams per liter as nitrogen"," Nitrite, water, filtered, milligrams per liter as nitrogen"," Nitrate, water, filtered, milligrams per liter as nitrogen"," Nitrate plus nitrite, water, filtered, milligrams per liter as nitrogen"," Orthophosphate, water, filtered, milligrams per liter as PO4"," Phosphorus, water, unfiltered, milligrams per liter as phosphorus"," Phosphorus, water, filtered, milligrams per liter as phosphorus"," Orthophosphate, water, filtered, milligrams per liter as phosphorus"," Organic carbon, water, unfiltered, milligrams per liter"," Hardness, water, milligrams per liter as calcium carbonate"," Calcium, water, filtered, milligrams per liter"," Magnesium, water, filtered, milligrams per liter"," Sodium, water, filtered, milligrams per liter"," Sodium adsorption ratio (SAR), water, number"," Sodium fraction of cations, water, percent in equivalents of major cations"," Potassium, water, filtered, milligrams per liter"," Chloride, water, filtered, milligrams per liter"," Sulfate, water, filtered, milligrams per liter"," Fluoride, water, filtered, milligrams per liter"," Silica, water, filtered, milligrams per liter as SiO2"," Arsenic, water, filtered, micrograms per liter"," Arsenic, water, unfiltered, micrograms per liter"," Barium, water, filtered, micrograms per liter"," Beryllium, water, filtered, micrograms per liter"," Boron, water, filtered, micrograms per liter"," Cadmium, water, filtered, micrograms per liter"," Cadmium, water, unfiltered, micrograms per liter"," Chromium, water, filtered, micrograms per liter"," Chromium, water, unfiltered, recoverable, micrograms per liter"," Cobalt, water, filtered, micrograms per liter"," Copper, water, filtered, micrograms per liter"," Copper, water, unfiltered, recoverable, micrograms per liter"," Iron, water, unfiltered, recoverable, micrograms per liter"," Iron, water, filtered, micrograms per liter"," Lead, water, filtered, micrograms per liter"," Lead, water, unfiltered, recoverable, micrograms per liter"," Manganese, water, unfiltered, recoverable, micrograms per liter"," Manganese, water, filtered, micrograms per liter"," Molybdenum, water, filtered, micrograms per liter"," Nickel, water, filtered, micrograms per liter"," Silver, water, filtered, micrograms per liter"," Strontium, water, filtered, micrograms per liter"," Strontium, water, unfiltered, recoverable, micrograms per liter"," Vanadium, water, filtered, micrograms per liter"," Zinc, water, filtered, micrograms per liter"," Zinc, water, unfiltered, recoverable, micrograms per liter"," Aluminum, water, unfiltered, recoverable, micrograms per liter"," Aluminum, water, filtered, micrograms per liter"," Selenium, water, filtered, micrograms per liter"," Oil and grease, severity, code"," Suds or foam, severity, code"," Floating garbage, severity, code"," Floating algae mats, severity, code"," Odor, atmospheric, severity, code"," Dead fish, severity, code"," Floating debris, severity, code"," Turbidity, severity, code"," Gage height, above datum, meters"," Discharge, cubic meters per second"," Discharge, instantaneous, cubic meters per second"," Total coliforms, M"," Fecal coliforms, M"," Transit rate, sampler, minimum, feet per second"," Transit rate, sampler, feet per second"," Transit rate, sampler, maximum, feet per second"," Site visit purpose, code", Total nitrogen [nitrate + nitrite + ammonia + organic," Turbidity, water, unfiltered, broad band light source (400"," Turbidity, water, unfiltered, monochrome near infra"," Dissolved solids dried at 180 degrees Celsius, water, filtered, milligrams per liter"," Dissolved solids, water, filtered, sum of constituents, milligrams per liter"," Dissolved solids, water, short tons per day"," Dissolved solids, water, filtered, short tons per acre"," Suspended sediment, sieve diameter, percent smaller than 0.0625 millimeters"," Ammonia (NH3 + NH4+), water, filtered, milligrams per liter as NH4"," Nitrate, water, filtered, milligrams per liter as nitrate"," Nitrite, water, filtered, milligrams per liter as nitrite"," Mercury, water, filtered, micrograms per liter"," Mercury, water, unfiltered, recoverable, micrograms per liter"," Sample purpose, code"," Sample location, distance downstream, feet"," Sample location, distance upstream, feet"," Sampler nozzle material, code"," Sampler nozzle diameter, code"," Suspended sediment concentration, milligrams per liter"," Suspended sediment discharge, short tons per day"," Velocity at point in stream, feet per second"," Sampling method, code"," Sampler type, code"," Sample splitter type, field, code"," Bottle or bag sampler material (construction), code"," Specific conductance, water, unfiltered, laboratory, microsiemens per centimeter at 25 degrees Celsius"," Acid neutralizing capacity, water, unfiltered, fixed endpoint (pH 4.5) titration, laboratory, milligrams per liter as calcium carbonate"," Suspended sediment, sediment mass recovered from whole water sample, dry weight, grams"," Suspended sediment, smaller than 0.063 mm sieve diameter, sediment mass recovered from whole water sample, dry weight, grams"," Suspended sediment, larger than 0.063 mm sieve diameter, sediment mass recovered from whole water sample, dry weight, grams"," Suspended sediment, between 0.063 and 4 mm sieve diameter, sediment mass analyzed for particle size fractions, dry weight, grams"," Type of replicate, code"," Type of quality assurance data associated with sample, code", Topical quality," Sulfuric acid NWIS lot number, 4.5 N (1:7), 1 mL, National Field Supply Service (NFSS) stock number Q438FLD"," Nitric acid NWIS lot number, 7.5"," Conductance standard NWIS lot number, 100 uS/cm KCl, National Field Supply Service (NFSS) stock number Q43FLD"," Conductance standard NWIS lot number, 500 uS/cm KCl, National Field Supply Service (NFSS) stock number Q45FLD"," Conductance standard NWIS lot number, 750 uS/cm KCl, National Field Supply Service (NFSS) stock number Q46FLD"," Conductance standard NWIS lot number, 1000 uS/cm KCl, National Field Supply Service (NFSS) stock number Q47FLD"," pH 10 Buffer solution, NWIS lot number, National Field Supply Service (NFSS) stock numbers Q122FLD, Q123FLD"," pH 4 Buffer solution, NWIS lot number, National Field Supply Service (NFSS) stock numbers Q124FLD, Q125FLD"," pH 7 Buffer solution, NWIS lot number, National Field Supply Service (NFSS) stock numbers Q126FLD, Q127FLD"," Lot number, first, inorganic"," NWIS lot number, capsule filter, 0.45 micron"," NWIS lot number, disk filter, 0.45 micron"," Julian date, in"," Turbidity, water, unfiltered, laboratory, Hach 2100AN, nephelometric turbidity units"
USGS,12340500,MS,7/12/1970,12,7,1970,9:15,,,MDT,T,,WS,,,,,22,,,,,,,3810,,,,6,7,320,0.00001,8.6,0.9,8.3,,1.1,116,,,,,0.16,0.01,0,0.01,,0.12,0.03,0.05,0.04,5,160,,,,,,2.2,0,57,0.3,,3,,0,0,70,0,,,0,0,20,,,40,0,,,30,2,0,0,210,,1,10,,,161,6,,,,,,,,,,108,,3800,170,,,,,,,,219,,2250,0.3,,0.013,0,0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12340500,MS,8/5/1970,5,8,1970,14:45,,,MDT,T,,WS,,,,,24,,,,,,,2240,,,,7,,370,0.00001,8,0.6,8.2,,1.4,115,,,,,0.08,0.02,0,0,,0.01,0.14,0.02,0,3,190,,,,,,2.1,,72,,,6,,< 1.0,< 1,10,< 1,,,< 1,< 1,< 1,,,M ,< 1,,,40,< 1,M ,< 1,270,,< 1.0,< 1,,,98,3,,,,,,,,,,63,,56,52,,,,,,,,,,,,,0.026,0,0.03,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12340500,MS,9/10/1970,10,9,1970,9:30,,,MDT,T,,WS,,,,,4,,,,,,,1400,,,,,,420,0.00001,9,1.2,8.3,,1.3,130,,,,,,0,,0.02,,0.06,0.11,0.03,0.02,1,,,,,,,,,,,,,,,,10,,,,,,60,,,M ,0,,,20,,,,250,,,30,,,,,,,,,,,,,,40,,110,18,,,,,,,,,,,,,0,0.1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12340500,MS,10/7/1970,7,10,1970,8:30,,,MDT,T,,WS,,,,,-0.5,,,,,,,1880,,,,4,2,420,0.00001,12.2,,8.2,,1.6,134,,,,,0.22,0.03,0.01,0,,0.09,0.06,0.05,0.03,25,220,,,,,,2.9,3.9,88,0.4,,< 1.0,,0,0,30,0,,0,,0,20,10,50,0,0,M ,40,20,2,0,1,320,270,0.4,10,< 10,,100,0,,,,,,,,,,53,,260,70,,,,,,,,284,,1440,0.39,,0.039,0.1,0.02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12340500,MS,11/4/1970,4,11,1970,7:30,,,MST,T,,WS,,,,,1.5,,,,,,,1610,,,,,,520,0.00001,12.1,0.8,8.1,,2,131,,,,,,0.02,,0.1,,0.01,0.02,0.01,0,0,,,,,,,,,,,,,,,,10,,,,,,< 1,,,10,0,,,20,,,,340,,,20,,,,,,,,,,,,,,46,,160,120,,,,,,,,,,,,,0.026,0.2,,0.9,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12340500,MS,12/2/1970,2,12,1970,9:00,,,MST,T,,WS,,,,,0,,,,,,,1640,,,,,,500,0.00001,12,0.8,8.2,,1.5,125,,,,,,0.01,,0.2,,0.01,0.02,0.01,0,4,,,,,,,,,,,,,,,,10,,,,,,< 1,10,100,30,0,< 1,70,80,,,,380,230,,10,40,,,,,,,,,,,,,46,,,350,,,,,,,,,,,,,0.013,0.7,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12340500,MS,12/4/1970,4,12,1970,14:30,,,MST,T,,WS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12340500,MS,1/8/1971,8,1,1971,10:00,,,MST,T,,WS,,,,0.5,3.5,,,,,,,1000,,,,1,1,535,0.00003,12.1,1.1,7.5,,8.5,138,,,,,0.02,0,0.02,0.28,0.3,0,,,,0,270,83,16,,,,2.4,7.8,130,0.5,18,< 1.0,,0,0,30,0,,0,,0,M ,,,100,0,,,0,2,0,0,270,,2,40,,,,0,,,,,,,,,,28,,370,48,,,,,,,,356,,961,0.48,,0,1.24,0.066,,1,,,,,,,,,,,,,547,,,,,,,,,,,,,,,,,,,,,,
USGS,12340500,MS,2/2/1971,2,2,1971,14:45,,,MST,T,,WS,,,,1.5,5,,,,,,,5300,,,,,,350,0.00001,12.4,3.2,8.3,,0.8,87,,,,,,0.08,,,0.4,0.2,0.2,,,4,,,,,,,,,,,,,,,,0,,,,,,10,100,190,200,M ,M ,270,200,,,,120,130,,40,210,,,,,,,,,,,,,150,,100,32,,,,,,,,,,,,,0.1,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12340500,MS,3/3/1971,3,3,1971,17:30,,,MST,T,,WS,,,,0.5,0,,,,,,,2000,,,,,,470,0.00001,12.8,0.9,8.3,,1.1,110,,,,,,0.05,,,0.1,0.1,0.05,,,2,,,,,,,,,,,,,,,,10,,,,,,30,,,140,0,,,90,,,,350,,,40,,,,,,,,,,,,,,57,,26,0,,,,,,,,,,,,,0.064,,,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12340500,MS,4/7/1971,7,4,1971,17:30,,,MST,T,,WS,,,,8,8.5,,,,,,,2630,,,,20,5,475,0.00002,11.8,1,7.7,,4.1,105,,,,,0.2,0.26,0.01,0,0,0.06,0.09,0.02,0.02,1,230,71,12,,,,2.7,1.9,140,0.6,,< 1.0,,200,0,30,0,,0,,M ,20,340,4200,30,0,M ,450,100,0,M ,1,220,190,0,40,540,,200,0,,,,,,,,,,74,,33,13,,,,,,,,350,,2490,0.48,,0.33,,0.03,0.2,0.2,,,,,,,,,,,,,486,,,,,,,,,,,,,,,,,,,,,,
USGS,12340500,MS,5/4/1971,4,5,1971,17:20,,,MDT,T,,WS,,,,10.5,23,,,,,,,10800,,,,,,205,0.00001,10.3,1.7,8.1,,1.1,72,,,,,,0,,,0.1,0.09,0.06,,0.03,7,,,,,,,,,,,,,,,,10,,,,,,M ,,,60,0,,,30,,,,120,,,M ,,,,,,,,,,,,,,306,,480,430,,,,,,,,,,,,,0,,,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12340500,MS,6/2/1971,2,6,1971,17:00,,,MDT,T,,WS,,,,11,16,,,,,,,13900,,,,,,215,0.00002,,0.8,7.7,,3,75,,92,,,,0.08,,,0.03,0.12,0.09,,0.04,48,,,,,,,,,,,,,,,,20,,,,,,M ,10,630,80,0,M ,90,0,,,,210,60,,20,< 10,,,,,,,,,,,,,394,,,,,,,,,,,,,,,,0.1,,,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12340500,MS,6/3/1971,3,6,1971,16:00,,,MDT,T,,WS,,,,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12340500,MS,7/13/1982,13,7,1982,12:15,,,MDT,T,USGS-WRD,WS,,,,15.5,26,,,1028,,,,,6080,,,,,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
